date,strategy,zone,bias,opt,strike_type,entry_time,ep,xp,exit_reason,pnl,cam_level,touch_time,year
2026-02-09,v17a,r2_to_r3,bull,PE,ATM,09:20:02,125.4,100.0,target,1905.0,,,2026
2026-02-13,v17a,s3_to_s4,bear,CE,ITM1,09:20:02,152.4,88.3,target,4807.5,,,2026
2026-02-16,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,140.15,111.65,target,2137.5,,,2026
2026-02-18,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,180.9,144.1,target,2760.0,,,2026
2026-02-19,cam_l3,pdh_to_r1,bull,PE,ITM1,10:02:10,187.8,283.8,hard_sl,-7200.0,25754.26,10:02:08,2026
2026-02-20,v17a,pdl_to_s1,bear,CE,ITM1,09:20:02,200.15,160.1,target,3003.75,,,2026
2026-02-26,cam_h3,tc_to_pdh,bear,CE,OTM1,09:17:09,110.1,88.1,lockin_sl,1650.0,25536.83,09:17:07,2026
2026-03-05,v17a,pdh_to_r1,bear,PE,OTM1,09:20:02,229.05,114.35,target,8602.5,,,2026
2026-03-09,v17a,below_s4,bear,CE,ITM1,09:16:02,283.15,226.3,target,4263.75,,,2026
2026-03-12,v17a,s1_to_s2,bear,CE,ATM,09:16:02,246.05,242.0,eod,303.75,,,2026
2026-03-13,v17a,s1_to_s2,bear,CE,ATM,09:16:02,250.1,124.95,target,9386.25,,,2026
2026-03-16,cam_h3,pdl_to_bc,bear,CE,OTM1,09:37:43,223.65,111.2,target,8433.75,23274.57,09:37:41,2026
2026-03-18,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,171.25,155.4,eod,1188.75,,,2026
2026-03-19,v17a,below_s4,bear,CE,ITM1,09:16:02,344.4,275.2,target,5190.0,,,2026
2026-03-20,v17a,tc_to_pdh,bear,PE,OTM1,09:31:02,166.1,249.25,hard_sl,-6236.25,,,2026
2026-03-25,v17a,pdh_to_r1,bear,PE,OTM1,09:20:02,223.15,173.15,eod,3750.0,,,2026
2026-04-01,v17a,r1_to_r2,bear,PE,ATM,09:20:02,315.75,397.55,eod,-6135.0,,,2026
2026-04-06,v17a,pdh_to_r1,bear,PE,OTM1,09:20:02,252.65,123.35,target,9697.5,,,2026
2026-04-08,v17a,r3_to_r4,bull,PE,ITM1,09:25:02,259.45,207.15,target,3922.5,,,2026
2026-04-09,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,158.55,215.5,eod,-4271.25,,,2026
2026-04-10,v17a,tc_to_pdh,bull,PE,ITM1,09:25:02,145.55,116.3,target,2193.75,,,2026
2026-04-15,v17a,r2_to_r3,bull,PE,ATM,09:20:02,173.45,191.8,eod,-1376.25,,,2026
2026-04-16,v17a,r2_to_r3,bull,PE,ATM,09:20:02,205.55,312.0,eod,-7983.75,,,2026
2026-04-17,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,134.0,106.65,target,2051.25,,,2026
2026-04-20,cam_l3,pdh_to_r1,bull,PE,ITM1,09:16:03,227.25,179.6,target,3573.75,24298.53,09:16:01,2026
2026-04-22,v17a,pdl_to_bc,bull,PE,OTM1,09:31:02,223.2,227.1,eod,-292.5,,,2026
